You entered a buffer length of 20
0.280535,0.727264, Max:2.243202, Min:-1.760158
-0.156000,0.217831, Max:2.243202, Min:-1.760158
-0.130333,0.883351, Max:2.243202, Min:-1.760158
0.160495,0.680924, Max:2.243202, Min:-1.760158
-0.180083,0.192635, Max:2.243202, Min:-1.760158
-0.058276,0.828949, Max:2.243202, Min:-1.760158
0.016446,0.635289, Max:2.243202, Min:-1.760158
-0.222229,0.166571, Max:2.243202, Min:-1.760158
-0.034257,0.770901, Max:2.243202, Min:-1.760158
-0.127603,0.590373, Max:2.243202, Min:-1.760158
-0.240291,0.143252, Max:2.243202, Min:-1.760158
-0.004233,0.713891, Max:2.243202, Min:-1.760158
-0.241642,0.547909, Max:2.243202, Min:-1.760158
