You entered a buffer length of 100
-0.438979,0.214816, Max:1.499729, Min:-1.173520
-0.842375,0.206254, Max:1.499729, Min:-1.173520
-1.179541,0.199847, Max:1.499729, Min:-1.269854
-1.330062,0.196712, Max:1.499729, Min:-1.372208
-1.396291,0.195657, Max:1.499729, Min:-1.396291
-1.269854,0.197393, Max:1.499729, Min:-1.396291
-1.257812,0.197109, Max:1.499729, Min:-1.396291
-1.185562,0.198070, Max:1.499729, Min:-1.396291
-1.107291,0.199584, Max:1.499729, Min:-1.396291
-0.944729,0.202429, Max:1.499729, Min:-1.396291
-0.770125,0.205167, Max:1.499729, Min:-1.396291
-0.643687,0.207061, Max:1.499729, Min:-1.396291
-0.571437,0.207622, Max:1.499729, Min:-1.396291
-0.553375,0.207326, Max:1.499729, Min:-1.396291
-0.553375,0.207083, Max:1.499729, Min:-1.396291
-0.493166,0.207803, Max:1.499729, Min:-1.396291
-0.420916,0.208894, Max:1.499729, Min:-1.396291
-0.312541,0.210410, Max:1.499729, Min:-1.396291
-0.216208,0.211749, Max:1.499729, Min:-1.396291
-0.156000,0.212365, Max:1.499729, Min:-1.396291
-0.107833,0.212732, Max:1.499729, Min:-1.396291
-0.071708,0.212676, Max:1.499729, Min:-1.396291
-0.059666,0.212434, Max:1.499729, Min:-1.396291
-0.041604,0.212251, Max:1.499729, Min:-1.396291
-0.029562,0.211948, Max:1.499729, Min:-1.396291
-0.023541,0.211584, Max:1.499729, Min:-1.396291
-0.011500,0.211039, Max:1.499729, Min:-1.396291
-0.041604,0.209829, Max:1.499729, Min:-1.396291
-0.083750,0.208432, Max:1.499729, Min:-1.396291
-0.113854,0.207334, Max:1.499729, Min:-1.396291
-0.137937,0.206240, Max:1.499729, Min:-1.396291
-0.180083,0.204784, Max:1.499729, Min:-1.396291
-0.210187,0.203806, Max:1.499729, Min:-1.396291
-0.216208,0.203254, Max:1.499729, Min:-1.396291
-0.210187,0.202647, Max:1.499729, Min:-1.396291
-0.240291,0.201617, Max:1.499729, Min:-1.396291
-0.234271,0.201306, Max:1.499729, Min:-1.396291
-0.216208,0.200941, Max:1.499729, Min:-1.396291
-0.228250,0.200155, Max:1.499729, Min:-1.396291
-0.246312,0.199244, Max:1.499729, Min:-1.396291
-0.246312,0.198753, Max:1.499729, Min:-1.396291
-0.240291,0.198387, Max:1.499729, Min:-1.396291
-0.228250,0.202899, Max:1.499729, Min:-1.396291
-0.192125,0.199332, Max:1.499729, Min:-1.396291
-0.186104,0.195623, Max:1.499729, Min:-1.396291
-0.174062,0.191793, Max:1.499729, Min:-1.396291
-0.162021,0.187901, Max:1.499729, Min:-1.396291
-0.180083,0.183829, Max:1.499729, Min:-1.396291
-0.174062,0.179934, Max:1.499729, Min:-1.396291
-0.168041,0.175982, Max:1.499729, Min:-1.396291
-0.162021,0.172330, Max:1.499729, Min:-1.396291
-0.137937,0.168982, Max:1.499729, Min:-1.396291
-0.077729,0.166420, Max:1.499729, Min:-1.396291
