You entered a buffer length of 100
0.265980,-0.220082, Max:0.878464, Min:-0.430570
0.241961,-0.220563, Max:0.878464, Min:-0.430570
0.223947,-0.220868, Max:0.878464, Min:-0.430570
0.211937,-0.221052, Max:0.878464, Min:-0.430570
0.211937,-0.221173, Max:0.878464, Min:-0.430570
0.187918,-0.221415, Max:0.878464, Min:-0.430570
0.175909,-0.221537, Max:0.878464, Min:-0.430570
0.175909,-0.221659, Max:0.878464, Min:-0.430570
0.175909,-0.221480, Max:0.878464, Min:-0.430570
0.163900,-0.221598, Max:0.878464, Min:-0.430570
0.169904,-0.221299, Max:0.878464, Min:-0.430570
0.157895,-0.221416, Max:0.878464, Min:-0.430570
0.175909,-0.221297, Max:0.878464, Min:-0.430570
0.163900,-0.221356, Max:0.878464, Min:-0.430570
0.169904,-0.221357, Max:0.878464, Min:-0.430570
0.169904,-0.221116, Max:0.878464, Min:-0.430570
0.163900,-0.221234, Max:0.878464, Min:-0.430570
0.145885,-0.221596, Max:0.878464, Min:-0.430570
0.127871,-0.221779, Max:0.878464, Min:-0.430570
0.139881,-0.221481, Max:0.878464, Min:-0.430570
0.121866,-0.221958, Max:0.878464, Min:-0.430570
0.079833,-0.222744, Max:0.878464, Min:-0.430570
0.049809,-0.223172, Max:0.878464, Min:-0.430570
0.037800,-0.225998, Max:0.878464, Min:-0.430570
0.031795,-0.223505, Max:0.878464, Min:-0.430570
0.025790,-0.221138, Max:0.878464, Min:-0.430570
0.007776,-0.219013, Max:0.878464, Min:-0.430570
-0.022248,-0.217070, Max:0.878464, Min:-0.430570
-0.040262,-0.214829, Max:0.878464, Min:-0.430570
-0.046267,-0.212404, Max:0.878464, Min:-0.430570
-0.052271,-0.209858, Max:0.878464, Min:-0.430570
-0.052271,-0.207371, Max:0.878464, Min:-0.430570
-0.052271,-0.204824, Max:0.878464, Min:-0.430570
-0.046267,-0.202216, Max:0.878464, Min:-0.430570
-0.058276,-0.199969, Max:0.878464, Min:-0.430570
-0.076290,-0.197664, Max:0.878464, Min:-0.430570
-0.076290,-0.195059, Max:0.878464, Min:-0.430570
-0.058276,-0.192151, Max:0.878464, Min:-0.430570
-0.046267,-0.189420, Max:0.878464, Min:-0.430570
-0.040262,-0.186570, Max:0.878464, Min:-0.430570
-0.040262,-0.184140, Max:0.878464, Min:-0.430570
-0.022248,-0.181233, Max:0.878464, Min:-0.430570
-0.004233,-0.178382, Max:0.878464, Min:-0.430570
0.001771,-0.175651, Max:0.878464, Min:-0.430570
